text,specialist,type
"Chalte waqt pairon mein darad hota hai, rukne se aaraam milta hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai"
"Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai",Cardiologist (Heart),Original
"Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),Original
"Chalte waqt seene mein dabav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai"
chest mai darad ho raha hai,Cardiologist (Heart),Spelling Variation of: chest mai dard ho raha hai
chest mai dard ho raha hai,Cardiologist (Heart),Original
Chest me heavypan lagta hai ya achanak tez darad hota hai.,Cardiologist (Heart),Spelling Variation of: Chest me heavypan lagta hai ya achanak tez dard hota hai.
Chest me heavypan lagta hai ya achanak tez dard hota hai.,Cardiologist (Heart),Original
chest mein bhaari-pan lag raha hai,Cardiologist (Heart),Variation of: chest mai dard ho raha hai
dil bechain ho raha hai,Cardiologist (Heart),Variation of: dil ghabra raha hai
Dil bina wajah zor zor se dhadakne lagta hai.,Cardiologist (Heart),Variation of: Dil ki dhadkan achanak se bahut tez ho jaati hai.
dil ghabra raha hai,Cardiologist (Heart),Original
Dil ka daktar,Cardiologist (Heart),Spelling Variation of: Dil ka doctor
Dil ka docter,Cardiologist (Heart),Spelling Variation of: Dil ka doctor
Dil ka doctor,Cardiologist (Heart),Specialist Term
Dil ke docter saab,Cardiologist (Heart),Spelling Variation of: Dil ke doctor sahab
Dil ke doctor saab,Cardiologist (Heart),Spelling Variation of: Dil ke doctor sahab
Dil ke doctor sahab,Cardiologist (Heart),Specialist Term
Dil ki bimaari ka doctor,Cardiologist (Heart),Spelling Variation of: Dil ki bimari ka doctor
Dil ki bimari ka docter,Cardiologist (Heart),Spelling Variation of: Dil ki bimari ka doctor
Dil ki bimari ka doctor,Cardiologist (Heart),Specialist Term
Dil ki dhadkan achanak se bahut tez ho jaati hai.,Cardiologist (Heart),Original
Dil ki dhadkan achanak se bohot tez ho jaati hai.,Cardiologist (Heart),Spelling Variation of: Dil ki dhadkan achanak se bahut tez ho jaati hai.
dil ki dhadkan tez hai,Cardiologist (Heart),Original
Dil ruk ruk ke dhadakta hai kabhi kabhee,Cardiologist (Heart),Spelling Variation of: Dil ruk ruk ke dhadakta hai kabhi kabhi
Dil ruk ruk ke dhadakta hai kabhi kabhi,Cardiologist (Heart),Original
Evening tak legs mein swelling ban jaati hai,Cardiologist (Heart),Variation of: Pairon mein soojan rehti hai shaam tak
"Head heavy rehta hai aur neck ke peeche pain hota hai, blood pressure check karana hai",Cardiologist (Heart),"Variation of: Sar bhaari rehta hai aur gardan ke peeche dard hota hai, BP check karwana hai"
Heart ka specialist,Cardiologist (Heart),Spelling Variation of: Heart specialist
Heart specialist,Cardiologist (Heart),Specialist Term
"Heartbeat kabhi kabhi irregular ho jaati hai, ruk ruk ke chalti hai",Cardiologist (Heart),Variation of: Dil ruk ruk ke dhadakta hai kabhi kabhi
heartbeat tez chal rahi hai,Cardiologist (Heart),Variation of: dil ki dhadkan tez hai
"Jyada chalne par sans phool jaati hai, dam ghutney jaisa lagta hai.",Cardiologist (Heart),"Spelling Variation of: Zyada chalne par saans phool jaati hai, dam ghutne jaisa lagta hai."
"Koi symptoms nahi dikhte, lekin cholesterol jyada hai reports mein.",Cardiologist (Heart),"Spelling Variation of: Koi symptoms nahi dikhte, lekin cholesterol zyada hai reports mein."
"Koi symptoms nahi dikhte, lekin cholesterol zyada hai reports mein.",Cardiologist (Heart),Original
Left arm mein kabhi kabhi ajeeb dard mehsoos hota hai,Cardiologist (Heart),Variation of: Baaye haath mein ajeeb sa dard hota hai kabhi kabhi
Neend mein achanak breathlessness feel hoti hai,Cardiologist (Heart),Variation of: Sote waqt achanak saans phoolne lagti hai
Pairon mein soojan rehti hai shaam tak,Cardiologist (Heart),Original
Pairon mein sujan rehti hai shaam tak,Cardiologist (Heart),Spelling Variation of: Pairon mein soojan rehti hai shaam tak
saans phool jaati hai thodi der chalne se,Cardiologist (Heart),Variation of: saans phoolti hai
saans phoolti hai,Cardiologist (Heart),Original
sans phool jaati hai thodi der chalne se,Cardiologist (Heart),Spelling Variation of: saans phool jaati hai thodi der chalne se
sans phoolti hai,Cardiologist (Heart),Spelling Variation of: saans phoolti hai
"Sar bhaari rehta hai aur gardan ke peeche dard hota hai, BP check karwana hai",Cardiologist (Heart),Original
"Sar bhari rehta hai aur gardan ke peeche darad hota hai, BP check karwana hai",Cardiologist (Heart),"Spelling Variation of: Sar bhaari rehta hai aur gardan ke peeche dard hota hai, BP check karwana hai"
Seedhi chadhte waqt seene mein bhaari-pan lagta hai,Cardiologist (Heart),Original
Seedhi chadhte waqt seene mein bhari-pan lagta hai,Cardiologist (Heart),Spelling Variation of: Seedhi chadhte waqt seene mein bhaari-pan lagta hai
seenay mai darad hai,Cardiologist (Heart),Spelling Variation of: seene mai dard hai
Seenay me achanak jakadan ya teekha darad uthta hai.,Cardiologist (Heart),Spelling Variation of: Seene me achanak jakadan ya teekha dard uthta hai.
seenay mein darad ho raha hai,Cardiologist (Heart),Spelling Variation of: seene mein dard ho raha hai
seene mai dard hai,Cardiologist (Heart),Original
Seene me achanak jakadan ya teekha dard uthta hai.,Cardiologist (Heart),Variation of: Chest me heavypan lagta hai ya achanak tez dard hota hai.
seene mein dard ho raha hai,Cardiologist (Heart),Variation of: seene mai dard hai
Sote waqt achanak saans phoolne lagti hai,Cardiologist (Heart),Original
Sote waqt achanak sans phoolne lagti hai,Cardiologist (Heart),Spelling Variation of: Sote waqt achanak saans phoolne lagti hai
Stairs chadhte waqt chest mein heaviness feel hoti hai,Cardiologist (Heart),Variation of: Seedhi chadhte waqt seene mein bhaari-pan lagta hai
Thoda sa chalne par bhi saas phoolne lagti hai.,Cardiologist (Heart),Original
"Walking ke time chest mein pressure jaisa feel hota hai, rest karne se theek ho jaata hai",Cardiologist (Heart),"Variation of: Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai"
"Walking ke time legs mein pain hota hai, resting se relief milta hai",Cardiologist (Heart),"Variation of: Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai"
"Zyada chalne par saans phool jaati hai, dam ghutne jaisa lagta hai.",Cardiologist (Heart),Variation of: Thoda sa chalne par bhi saas phoolne lagti hai.
Seene me achanak tez dard aur ghutan mehsoos ho rahi hai.,Cardiologist (Heart),Original
Thoda sa chalne par hi saans phoolne lagti hai aur dil tez dhadakta hai.,Cardiologist (Heart),Original
Bacche ke honth neele pad jate hain aur doodh peete waqt thak kar saans phoolne lagti hai.,Cardiologist (Heart),Original
Thoda chalne par hi chhati me bhari-pan lagta hai aur saans phoolne lagti hai.,Cardiologist (Heart),Original
Dil achanak se bohot tez dhadakne lagta hai (palpitations) aur chakkar aa jate hain.,Cardiologist (Heart),Original
Dil wale doctor.,Cardiologist (Heart),Original
Heart specialist.,Cardiologist (Heart),Original
Dil ki bimari wale doctor.,Cardiologist (Heart),Original
"Doctor ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain.",Cardiothoracic Surgeon,Original
"daktar ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain.",Cardiothoracic Surgeon,"Spelling Variation of: Doctor ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain."
"docter ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain.",Cardiothoracic Surgeon,"Spelling Variation of: Doctor ne bataya heart ki ek valve kharab hai, operation ki baat kar rahe hain."
"Bypass surgery karwani hai, angiography mein blockage nikla hai.",Cardiothoracic Surgeon,Original
"Bypass surgery karwani hai, angiography me blockage nikla hai.",Cardiothoracic Surgeon,"Spelling Variation of: Bypass surgery karwani hai, angiography mein blockage nikla hai."
Heart operation ke baad recovery ke baare mein baat karni hai.,Cardiothoracic Surgeon,Original
Heart operation ke baad recovery ke baare me baat karni hai.,Cardiothoracic Surgeon,Spelling Variation of: Heart operation ke baad recovery ke baare mein baat karni hai.
"Bache ko janam se dil mein ched hai, surgery karni padegi bola hai.",Cardiothoracic Surgeon,Original
"Bache ko janam se dil me ched hai, surgery karni padegi bola hai.",Cardiothoracic Surgeon,"Spelling Variation of: Bache ko janam se dil mein ched hai, surgery karni padegi bola hai."
"Angioplasty se theek nahi hua, ab open heart surgery bata rahe hain.",Cardiothoracic Surgeon,Original
"Angioplasty se theek nahin hua, ab open heart surgery bata rahe hain.",Cardiothoracic Surgeon,"Spelling Variation of: Angioplasty se theek nahi hua, ab open heart surgery bata rahe hain."
"Angioplasty se theek nhi hua, ab open heart surgery bata rahe hain.",Cardiothoracic Surgeon,"Spelling Variation of: Angioplasty se theek nahi hua, ab open heart surgery bata rahe hain."
"Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahiye.",Cardiothoracic Surgeon,Original
"Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chaiye.",Cardiothoracic Surgeon,"Spelling Variation of: Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahiye."
"Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahye.",Cardiothoracic Surgeon,"Spelling Variation of: Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahiye."
"Lungs mein tumor hai jo operation se nikalna padega, chest surgeon zaroorat hai.",Cardiothoracic Surgeon,"Variation of: Lungs mein tumor hai jo operation se nikalna padega, chest surgeon chahiye."
"Heart transplant ke baare mein jaankari chahiye, doctor ne refer kiya hai.",Cardiothoracic Surgeon,Original
"Heart transplant ke baare mein jaankari chahiye, daktar ne refer kiya hai.",Cardiothoracic Surgeon,"Spelling Variation of: Heart transplant ke baare mein jaankari chahiye, doctor ne refer kiya hai."
"Heart transplant ke baare mein jaankari chahiye, docter ne refer kiya hai.",Cardiothoracic Surgeon,"Spelling Variation of: Heart transplant ke baare mein jaankari chahiye, doctor ne refer kiya hai."
"Heart transplant ke baare mein jaankari zaroorat hai, doctor ne refer kiya hai.",Cardiothoracic Surgeon,"Variation of: Heart transplant ke baare mein jaankari chahiye, doctor ne refer kiya hai."
"Chest ke andar fluid bhar gaya hai bola hai, operation se nikalna padega.",Cardiothoracic Surgeon,Original
"Heart ki teeno arteries mein blockage hai, bypass ki taiyari karni hai.",Cardiothoracic Surgeon,Original
"Heart ki teeno arteries me blockage hai, bypass ki taiyari karni hai.",Cardiothoracic Surgeon,"Spelling Variation of: Heart ki teeno arteries mein blockage hai, bypass ki taiyari karni hai."
heart surgeon se milna hai,Cardiothoracic Surgeon,Specialist Term
cardiothoracic surgeon ko dikhana hai,Cardiothoracic Surgeon,Specialist Term
chest aur heart surgery specialist chahiye,Cardiothoracic Surgeon,Specialist Term
chest aur heart surgery specialist chaiye,Cardiothoracic Surgeon,Spelling Variation of: chest aur heart surgery specialist chahiye
chest aur heart surgery specialist chahye,Cardiothoracic Surgeon,Spelling Variation of: chest aur heart surgery specialist chahiye
bypass surgery specialist chahiye,Cardiothoracic Surgeon,Specialist Term
bypass surgery specialist chaiye,Cardiothoracic Surgeon,Spelling Variation of: bypass surgery specialist chahiye
bypass surgery specialist chahye,Cardiothoracic Surgeon,Spelling Variation of: bypass surgery specialist chahiye
heart surgery,Cardiothoracic Surgeon,Keyword Phrase
bypass surgery,Cardiothoracic Surgeon,Keyword Phrase
valve replace,Cardiothoracic Surgeon,Keyword Phrase
heart operation,Cardiothoracic Surgeon,Keyword Phrase
congenital heart defect,Cardiothoracic Surgeon,Keyword Phrase
chest surgery lungs,Cardiothoracic Surgeon,Keyword Phrase
"Doctor ne heart ke bypass operation (CABG) ke liye bola hai, blockage zyada hai.",Cardiothoracic Surgeon,Original
Heart ke valves me blockage aa gayi hai aur doctor ne bypass (CABG) suggest kiya hai.,Cardiothoracic Surgeon,Original
Heart ke valve me blockage aa gayi hai aur doctor ne bypass (CABG) suggest kia hai.,Cardiothoracic Surgeon,Spelling Variation of: Heart ke valves me blockage aa gayi hai aur doctor ne bypass (CABG) suggest kiya hai.
Dil ki do nasen band hain aur open heart surgery ya bypass hona zaruri bataya gaya hai.,Cardiothoracic Surgeon,Variation of: Heart ke valves me blockage aa gayi hai aur doctor ne bypass (CABG) suggest kiya hai.
Bacche ka dil bohot tez dhadakta hai aur usko bar-bar seene me infection/pneumonia hota hai.,Cardiothoracic Surgeon,Original
Seene me bohot jakdan hai aur lagatar khansi me thoda khoon aa raha hai.,Cardiothoracic Surgeon,Original
Seene aur peeth me achanak se phatne (tearing) jaisa asahniya dard utha hai.,Cardiothoracic Surgeon,Original
Dil ke operation wale doctor.,Cardiothoracic Surgeon,Original
Heart ka bypass karne wale surgeon.,Cardiothoracic Surgeon,Original
