text,specialist,type
skin pe safed daag ho gaye hain,Dermatologist,Variation of: white patches ho gaye hain skin pe
Skin pe safed daag phailte ja rahe hain,Dermatologist,Original
Skin pe safed parat jaisi jamm jaati hai aur khujli hoti hai,Dermatologist,Original
Skin pe saffed daag phailte ja rahe hain,Dermatologist,Spelling Variation of: Skin pe safed daag phailte ja rahe hain
Skin pe saffed parat jaisi jam jaati hai aur khujali hoti hai,Dermatologist,Spelling Variation of: Skin pe safed parat jaisi jamm jaati hai aur khujli hoti hai
Skin specialist,Dermatologist,Specialist Term
Sun exposure hote hi skin par patches nikal aate hain,Dermatologist,Variation of: Dhoop mein jaate hi skin pe chakatte ho jaate hain
Twacha ka daktar,Dermatologist,Spelling Variation of: Twacha ka doctor
Twacha ka docter,Dermatologist,Spelling Variation of: Twacha ka doctor
Twacha ka doctor,Dermatologist,Specialist Term
white patches ho gaye hain skin pe,Dermatologist,Original
White patches skin par badhte ja rahe hain,Dermatologist,Variation of: Skin pe safed daag phailte ja rahe hain
Baar baar pyaas lagti hai,Endocrinologist,New Suggestion
"Bahut thakaan lagti hai, mood bhi low rehta hai aur pet saaf nahi hota.",Endocrinologist,"Variation of: Hamesha thaka hua aur udaas mehsoos hota hoon, constipation bhi hai."
Bina kisi diet ke achanak se weight bohot badh gaya hai ya ghat gaya hai.,Endocrinologist,Original
Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai,Endocrinologist,Original
Bina kuchh kiye dil tez chalta hai aur weight kam ho raha hai,Endocrinologist,Spelling Variation of: Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai
Bohot jyada pyaas lagti hai aur baar-baar urine aata hai.,Endocrinologist,Spelling Variation of: Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.
"Bohot thakan lagti hai, mood bhi low rehta hai aur pait saaf nahi hota.",Endocrinologist,"Spelling Variation of: Bahut thakaan lagti hai, mood bhi low rehta hai aur pet saaf nahi hota."
Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.,Endocrinologist,Original
Gale me sujan lagti hai aur har waqt thand ya garmi bohot lagti hai.,Endocrinologist,Original
Halki chot mein bhi haddi tootne ka dar rehta hai,Endocrinologist,Original
Halki chot mein bhi haddi tutne ka dar rehta hai,Endocrinologist,Spelling Variation of: Halki chot mein bhi haddi tootne ka dar rehta hai
"Hamesha thaka hua aur udaas mehsoos hota hoon, constipation bhi hai.",Endocrinologist,Original
Harmon ka doctor,Endocrinologist,Spelling Variation of: Hormone ka doctor
Hormone ka docter,Endocrinologist,Spelling Variation of: Hormone ka doctor
Hormone ka doctor,Endocrinologist,Specialist Term
Hormone specialist,Endocrinologist,Specialist Term
Hormones ka specialist,Endocrinologist,Spelling Variation of: Hormone specialist
Khaan-paan wahi hai phir bhi weight achanak se ghat-badh gaya hai.,Endocrinologist,Variation of: Bina kisi diet ke achanak se weight bohot badh gaya hai ya ghat gaya hai.
Minor injury mein bhi bone fracture hone ka risk rehta hai,Endocrinologist,Variation of: Halki chot mein bhi haddi tootne ka dar rehta hai
Neck me swelling si lagti hai aur temperature tolerate nahi hota.,Endocrinologist,Variation of: Gale me sujan lagti hai aur har waqt thand ya garmi bohot lagti hai.
Periods iregular hain aur chehre pe baal ugne lage hain,Endocrinologist,Spelling Variation of: Periods irregular hain aur chehre pe baal ugne lage hain
Periods irregular hain aur chehre pe baal ugne lage hain,Endocrinologist,Original
Periods ka cycle set nahi hai aur face pe hair growth ho rahi hai,Endocrinologist,Variation of: Periods irregular hain aur chehre pe baal ugne lage hain
Pyaas bujhti hi nahi aur baar-baar washroom jaana padta hai.,Endocrinologist,Variation of: Bohot zyada pyaas lagti hai aur baar-baar urine aata hai.
Sugar badh gaya hai,Endocrinologist,New Suggestion
Sugar ka daktar,Endocrinologist,Spelling Variation of: Sugar ka doctor
Sugar ka docter,Endocrinologist,Spelling Variation of: Sugar ka doctor
Sugar ka doctor,Endocrinologist,Specialist Term
Thyroid ka daktar,Endocrinologist,Spelling Variation of: Thyroid ka doctor
Thyroid ka docter,Endocrinologist,Spelling Variation of: Thyroid ka doctor
Thyroid ka doctor,Endocrinologist,Specialist Term
Weight kam nahi ho raha aur periods bhi irregular ho gaye hain.,Endocrinologist,Original
Weight loss nahi ho pa raha aur periods ka cycle bigad gaya hai.,Endocrinologist,Variation of: Weight kam nahi ho raha aur periods bhi irregular ho gaye hain.
Without doing anything heartbeat fast rehti hai aur weight loss ho raha hai,Endocrinologist,Variation of: Bina kuch kiye dil tez chalta hai aur weight kam ho raha hai
"Aankhein khujali karti hain aur paani bhi aata hai, saath mein skin sookhi lagti hai.",ENT Specialist,"Spelling Variation of: Aankhein khujli karti hain aur paani bhi aata hai, saath mein skin sookhi lagti hai."
"Aankhein khujli karti hain aur paani bhi aata hai, saath mein skin sookhi lagti hai.",ENT Specialist,"Variation of: Aankhon mein khujli aur paani aata hai, skin bhi dry lagti hai."
"Aankhon mein khujali aur paani aata hai, skin bhi dry lagti hai.",ENT Specialist,"Spelling Variation of: Aankhon mein khujli aur paani aata hai, skin bhi dry lagti hai."
"Aankhon mein khujli aur paani aata hai, skin bhi dry lagti hai.",ENT Specialist,Original
Baar baar chhink aati hai aur naak mein khujali hoti hai.,ENT Specialist,Spelling Variation of: Baar baar chhink aati hai aur naak mein khujli hoti hai.
Baar baar chhink aati hai aur naak mein khujli hoti hai.,ENT Specialist,Variation of: Chhinkein aati hain aur naak khujli karti hai.
"Chehre mein bhaari-pan aur sar dard hai, khaas kar jhukne par",ENT Specialist,Original
"Chehre mein bhari-pan aur sar darad hai, khaas kar jhukne par",ENT Specialist,"Spelling Variation of: Chehre mein bhaari-pan aur sar dard hai, khaas kar jhukne par"
Chhikein bahut aa rahi hain,ENT Specialist,New Suggestion
Chhikein bohot aa rahi hain,ENT Specialist,Spelling Variation of: Chhikein bahut aa rahi hain
Chhinkein aati hain aur naak khujali karti hai.,ENT Specialist,Spelling Variation of: Chhinkein aati hain aur naak khujli karti hai.
Chhinkein aati hain aur naak khujli karti hai.,ENT Specialist,Original
E.N.T doctor,ENT Specialist,Spelling Variation of: ENT doctor
Ears mein continuous ringing sound sunayi deti hai,ENT Specialist,Variation of: Kaan mein hamesha ghanti bajti rehti hai
Ek nostril se breathe karna hamesha difficult hota hai,ENT Specialist,Variation of: Ek taraf se saans lena mushkil hota hai hamesha
Ek taraf se saans lena mushkil hota hai hamesha,ENT Specialist,Original
Ek taraf se sans lena mushkil hota hai hamesha,ENT Specialist,Spelling Variation of: Ek taraf se saans lena mushkil hota hai hamesha
ENT docter,ENT Specialist,Spelling Variation of: ENT doctor
ENT doctor,ENT Specialist,Specialist Term
"Face mein heaviness aur headache hai, especially bending par",ENT Specialist,"Variation of: Chehre mein bhaari-pan aur sar dard hai, khaas kar jhukne par"
gaala dukh raha hai,ENT Specialist,Spelling Variation of: gala dukh raha hai
Gaala mein kuch atka hua mehsoos hota hai hamesha,ENT Specialist,Spelling Variation of: Gale mein kuch atka hua mehsoos hota hai hamesha
Gaala sookha aur khujali jaisa lagta hai.,ENT Specialist,Spelling Variation of: Gala sookha aur khujli jaisa lagta hai.
gala dukh raha hai,ENT Specialist,Original
Gala sookha aur khujli jaisa lagta hai.,ENT Specialist,Original
gale mein darad hai,ENT Specialist,Spelling Variation of: gale mein dard hai
gale mein dard hai,ENT Specialist,Variation of: gala dukh raha hai
Gale mein kharaash si mehsoos hoti hai.,ENT Specialist,Variation of: Gala sookha aur khujli jaisa lagta hai.
Gale mein kuch atka hua mehsoos hota hai hamesha,ENT Specialist,Original
Gale mein soojan hai aur nigalte waqt bahut dard hota hai,ENT Specialist,Original
Gale mein sujan hai aur nigalte waqt bohot darad hota hai,ENT Specialist,Spelling Variation of: Gale mein soojan hai aur nigalte waqt bahut dard hota hai
K.N.G daktar,ENT Specialist,Spelling Variation of: KNG doctor
Kaan ke bahar laalpan hai aur bahut khujli hoti hai.,ENT Specialist,Original
Kaan ke upar wale hisse mein khujli aur laal-pan hai.,ENT Specialist,Variation of: Kaan ke bahar laalpan hai aur bahut khujli hoti hai.
kaan mai dard hai,ENT Specialist,Original
Kaan mein dard hai aur pus nikal raha hai.,ENT Specialist,Original
kaan mein dard ho raha hai,ENT Specialist,Variation of: kaan mai dard hai
Kaan mein hamesha ghanti bajti rehti hai,ENT Specialist,Original
Kaan naak gala ka daktar,ENT Specialist,Spelling Variation of: Kaan-naak-gala ka doctor
kaan se discharge ho raha hai,ENT Specialist,Variation of: kaan se pani aa raha hai
kaan se pani aa raha hai,ENT Specialist,Original
"Kaan se pilaapan ya pus jaisa discharge aa raha hai, dard bhi hai.",ENT Specialist,Variation of: Kaan mein dard hai aur pus nikal raha hai.
Kaan-naak-gala ka doctor,ENT Specialist,Specialist Term
Kan ke bahar laalpan hai aur bohot khujali hoti hai.,ENT Specialist,Spelling Variation of: Kaan ke bahar laalpan hai aur bahut khujli hoti hai.
Kan ke upar wale hisse mein khujali aur laal-pan hai.,ENT Specialist,Spelling Variation of: Kaan ke upar wale hisse mein khujli aur laal-pan hai.
kan mai darad hai,ENT Specialist,Spelling Variation of: kaan mai dard hai
Kan mein darad hai aur pus nikal raha hai.,ENT Specialist,Spelling Variation of: Kaan mein dard hai aur pus nikal raha hai.
kan mein darad ho raha hai,ENT Specialist,Spelling Variation of: kaan mein dard ho raha hai
Kan mein hamesha ghanti bajti rehti hai,ENT Specialist,Spelling Variation of: Kaan mein hamesha ghanti bajti rehti hai
kan se discharge ho raha hai,ENT Specialist,Spelling Variation of: kaan se discharge ho raha hai
kan se pani aa raha hai,ENT Specialist,Spelling Variation of: kaan se pani aa raha hai
"Kan se pilaapan ya pus jaisa discharge aa raha hai, darad bhi hai.",ENT Specialist,"Spelling Variation of: Kaan se pilaapan ya pus jaisa discharge aa raha hai, dard bhi hai."
Kan-naak-gaala ka docter,ENT Specialist,Spelling Variation of: Kaan-naak-gala ka doctor
khaansi bohot aa rahi hai,ENT Specialist,Spelling Variation of: khansi bahut aa rahi hai
"Khaansi kaafi din se ho rahi hai, jaati nahi",ENT Specialist,"Spelling Variation of: Khansi kaafi din se ho rahi hai, jaati nahi"
khaansi rukti nahi hai,ENT Specialist,Spelling Variation of: khansi rukti nahi hai
khansi bahut aa rahi hai,ENT Specialist,Original
"Khansi kaafi din se ho rahi hai, jaati nahi",ENT Specialist,New Suggestion
khansi rukti nahi hai,ENT Specialist,Variation of: khansi bahut aa rahi hai
KNG docter,ENT Specialist,Spelling Variation of: KNG doctor
KNG doctor,ENT Specialist,Specialist Term
naak band ho gayi hai,ENT Specialist,Variation of: nose block hai
Naak kaan gala specialist,ENT Specialist,Spelling Variation of: Naak-kaan-gala specialist
Naak se khoon aata hai kabhi kabhi,ENT Specialist,Original
Naak se khun aata hai kabhi kabhi,ENT Specialist,Spelling Variation of: Naak se khoon aata hai kabhi kabhi
Naak se paani beh raha hai,ENT Specialist,New Suggestion
Naak-kaan-gala specialist,ENT Specialist,Specialist Term
Naak-kan-gaala specialist,ENT Specialist,Spelling Variation of: Naak-kaan-gala specialist
Neend mein loud snoring hoti hai,ENT Specialist,Variation of: Sote waqt bahut zor se kharate aate hain
