text,specialist,type
"daktar ne bataya BP bahut high hai, sar bhi bhaari rehta hai.",Cardiologist (Heart),"Spelling Variation of: Doctor ne bataya BP bahut high hai, sar bhi bhaari rehta hai."
"docter ne bataya BP bahut high hai, sar bhi bhaari rehta hai.",Cardiologist (Heart),"Spelling Variation of: Doctor ne bataya BP bahut high hai, sar bhi bhaari rehta hai."
"Doctor ne bataya BP bahut high hai, head bhi bhaari rehta hai.",Cardiologist (Heart),"Variation of: Doctor ne bataya BP bahut high hai, sar bhi bhaari rehta hai."
"Doctor ne bataya BP bahut high ha, sar bhi bhaari rehta ha.",Cardiologist (Heart),"Spelling Variation of: Doctor ne bataya BP bahut high hai, sar bhi bhaari rehta hai."
Thodi si mehnat karte hi thakaan aur chest mein jakadan feel hoti hai.,Cardiologist (Heart),Original
Thodi si mehnat karte hi thakaan aur chest me jakadan feel hoti hai.,Cardiologist (Heart),Spelling Variation of: Thodi si mehnat karte hi thakaan aur chest mein jakadan feel hoti hai.
Thodi si mehnat karte hi thakaan aur chest mem jakadan feel hoti hai.,Cardiologist (Heart),Spelling Variation of: Thodi si mehnat karte hi thakaan aur chest mein jakadan feel hoti hai.
Thodi si mehnat karte hi thakaan aur chest mein jakadan feel hoti ha.,Cardiologist (Heart),Spelling Variation of: Thodi si mehnat karte hi thakaan aur chest mein jakadan feel hoti hai.
"Ankle aur pairon mein soojan aa gayi hai, saans bhi phool jaati hai lete waqt.",Cardiologist (Heart),Original
"Ankle aur pairon me soojan aa gayi hai, saans bhi phool jaati hai lete waqt.",Cardiologist (Heart),"Spelling Variation of: Ankle aur pairon mein soojan aa gayi hai, saans bhi phool jaati hai lete waqt."
"Ankle aur pairon mem soojan aa gayi hai, saans bhi phool jaati hai lete waqt.",Cardiologist (Heart),"Spelling Variation of: Ankle aur pairon mein soojan aa gayi hai, saans bhi phool jaati hai lete waqt."
"Ankle aur pairon mein soojan aa gayi ha, saans bhi phool jaati ha lete waqt.",Cardiologist (Heart),"Spelling Variation of: Ankle aur pairon mein soojan aa gayi hai, saans bhi phool jaati hai lete waqt."
"Cholesterol report mein sab values high aayi hain, koi symptom nahi tha pehle.",Cardiologist (Heart),Original
"Cholesterol report mein sab values high aayi hain, koi symptom nahin tha pehle.",Cardiologist (Heart),"Spelling Variation of: Cholesterol report mein sab values high aayi hain, koi symptom nahi tha pehle."
"Cholesterol report mein sab values high aayi hain, koi symptom nhi tha pehle.",Cardiologist (Heart),"Spelling Variation of: Cholesterol report mein sab values high aayi hain, koi symptom nahi tha pehle."
"Cholesterol report mem sab values high aayi hain, koi symptom nahi tha pehle.",Cardiologist (Heart),"Spelling Variation of: Cholesterol report mein sab values high aayi hain, koi symptom nahi tha pehle."
"Chest mein jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai.",Cardiologist (Heart),Original
"Chest mein jalan si hoti hai jo lagta hai gas nahin hai, kuch aur hai.",Cardiologist (Heart),"Spelling Variation of: Chest mein jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai."
"Chest mein jalan si hoti hai jo lagta hai gas nhi hai, kuch aur hai.",Cardiologist (Heart),"Spelling Variation of: Chest mein jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai."
"Chest mem jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai.",Cardiologist (Heart),"Spelling Variation of: Chest mein jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai."
"Chest mein jalan si hoti ha jo lagta ha gas nahi ha, kuch aur ha.",Cardiologist (Heart),"Spelling Variation of: Chest mein jalan si hoti hai jo lagta hai gas nahi hai, kuch aur hai."
"Palpitations hoti hain, jaise dil ek beat miss kar deta hai.",Cardiologist (Heart),Original
"Palpitations hoti hain, jaise dil ek beat miss kar deta ha.",Cardiologist (Heart),"Spelling Variation of: Palpitations hoti hain, jaise dil ek beat miss kar deta hai."
"Family mein heart disease history hai, mujhe bhi checkup karana hai.",Cardiologist (Heart),Original
"Family me heart disease history hai, mujhe bhi checkup karana hai.",Cardiologist (Heart),"Spelling Variation of: Family mein heart disease history hai, mujhe bhi checkup karana hai."
"Family mem heart disease history hai, mujhe bhi checkup karana hai.",Cardiologist (Heart),"Spelling Variation of: Family mein heart disease history hai, mujhe bhi checkup karana hai."
"Family mein heart disease history ha, mujhe bhi checkup karana ha.",Cardiologist (Heart),"Spelling Variation of: Family mein heart disease history hai, mujhe bhi checkup karana hai."
Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.,Cardiologist (Heart),Original
Chalte chalte pairo mein darad hota hai jo rukne se turant theek ho jata hai.,Cardiologist (Heart),Spelling Variation of: Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.
Chalte chalte pairo me dard hota hai jo rukne se turant theek ho jata hai.,Cardiologist (Heart),Spelling Variation of: Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.
Chalte chalte pairo mein takleef hota hai jo rukne se turant theek ho jata hai.,Cardiologist (Heart),Variation of: Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.
Chalte chalte pairo mem dard hota hai jo rukne se turant theek ho jata hai.,Cardiologist (Heart),Spelling Variation of: Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.
Chalte chalte pairo mein dard hota ha jo rukne se turant theek ho jata ha.,Cardiologist (Heart),Spelling Variation of: Chalte chalte pairo mein dard hota hai jo rukne se turant theek ho jata hai.
"Bahut pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha.",Cardiologist (Heart),Original
"Bahut pasina aa raha tha aur chest mein bhari dard, ghabra gaya tha.",Cardiologist (Heart),"Spelling Variation of: Bahut pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha."
"bohot pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha.",Cardiologist (Heart),"Spelling Variation of: Bahut pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha."
"kaafi pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha.",Cardiologist (Heart),"Variation of: Bahut pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha."
dil ka doctor chahiye,Cardiologist (Heart),Specialist Term
dil ka daktar chahiye,Cardiologist (Heart),Spelling Variation of: dil ka doctor chahiye
dil ka docter chahiye,Cardiologist (Heart),Spelling Variation of: dil ka doctor chahiye
heart specialist se milna hai,Cardiologist (Heart),Specialist Term
cardiac doctor ko dikhana hai,Cardiologist (Heart),Specialist Term
cardiac daktar ko dikhana hai,Cardiologist (Heart),Spelling Variation of: cardiac doctor ko dikhana hai
cardiac docter ko dikhana hai,Cardiologist (Heart),Spelling Variation of: cardiac doctor ko dikhana hai
dil ki bimari ka daktar,Cardiologist (Heart),Specialist Term
dil ki bimaari ka daktar,Cardiologist (Heart),Spelling Variation of: dil ki bimari ka daktar
heart checkup karwana hai,Cardiologist (Heart),Specialist Term
seene mein dard,Cardiologist (Heart),Keyword Phrase
seene mein darad,Cardiologist (Heart),Spelling Variation of: seene mein dard
seene me dard,Cardiologist (Heart),Spelling Variation of: seene mein dard
chest pain,Cardiologist (Heart),Keyword Phrase
dil ki dhadkan tez,Cardiologist (Heart),Keyword Phrase
heart attack jaisa,Cardiologist (Heart),Keyword Phrase
saans phoolna,Cardiologist (Heart),Keyword Phrase
BP high,Cardiologist (Heart),Keyword Phrase
cholesterol zyada,Cardiologist (Heart),Keyword Phrase
cholesterol jyada,Cardiologist (Heart),Spelling Variation of: cholesterol zyada
cholesterol jyaada,Cardiologist (Heart),Spelling Variation of: cholesterol zyada
dil ghabrana,Cardiologist (Heart),Keyword Phrase
Baaye haath mein ajeeb sa darad hota hai kabhi kabhi,Cardiologist (Heart),Spelling Variation of: Baaye haath mein ajeeb sa dard hota hai kabhi kabhi
"Bahut pasina aa raha tha aur chest mem bhari darad, ghabra gaya tha.",Cardiologist (Heart),"Spelling Variation of: Bahut pasina aa raha tha aur chest mein bhari darad, ghabra gaya tha."
Baaye haath mein ajeeb sa dard hota hai kabhi kabhi,Cardiologist (Heart),Original
Bina kisi lakshan ke cholesterol level high aa raha hai check-up mein.,Cardiologist (Heart),"Variation of: Koi symptoms nahi dikhte, lekin cholesterol zyada hai reports mein."
Cardiac daktar,Cardiologist (Heart),Spelling Variation of: Cardiac doctor
Cardiac docter,Cardiologist (Heart),Spelling Variation of: Cardiac doctor
Cardiac doctor,Cardiologist (Heart),Specialist Term
"Chalte waqt pairon mein darad hota hai, rukne se aaraam milta hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai"
Baaye haath mem ajeeb sa dard hota hai kabhi kabhi,Cardiologist (Heart),Spelling Variation of: Baaye haath mein ajeeb sa dard hota hai kabhi kabhi
Baaye haath mein ajeeb sa dard hota ha kabhi kabhi,Cardiologist (Heart),Spelling Variation of: Baaye haath mein ajeeb sa dard hota hai kabhi kabhi
"Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai",Cardiologist (Heart),Original
"Chalte waqt pairon mem dard hota hai, rukne se aaram milta hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai"
"Chalte waqt pairon mein dard hota ha, rukne se aaram milta ha",Cardiologist (Heart),"Spelling Variation of: Chalte waqt pairon mein dard hota hai, rukne se aaram milta hai"
"Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),Original
"Chalte waqt seene mein dabav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai"
chest mai darad ho raha hai,Cardiologist (Heart),Spelling Variation of: chest mai dard ho raha hai
"Chalte waqt seene mem dabaav sa mehsoos hota hai, rukne se theek ho jata hai",Cardiologist (Heart),"Spelling Variation of: Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai"
"Chalte waqt seene mein dabaav sa mehsoos hota ha, rukne se theek ho jata ha",Cardiologist (Heart),"Spelling Variation of: Chalte waqt seene mein dabaav sa mehsoos hota hai, rukne se theek ho jata hai"
chest mai dard ho raha hai,Cardiologist (Heart),Original
Chest me heavypan lagta hai ya achanak tez darad hota hai.,Cardiologist (Heart),Spelling Variation of: Chest me heavypan lagta hai ya achanak tez dard hota hai.
chest mai dard ho raha ha,Cardiologist (Heart),Spelling Variation of: chest mai dard ho raha hai
Chest me heavypan lagta hai ya achanak tez dard hota hai.,Cardiologist (Heart),Original
chest mein bhaari-pan lag raha hai,Cardiologist (Heart),Variation of: chest mai dard ho raha hai
dil bechain ho raha hai,Cardiologist (Heart),Variation of: dil ghabra raha hai
Dil bina wajah zor zor se dhadakne lagta hai.,Cardiologist (Heart),Variation of: Dil ki dhadkan achanak se bahut tez ho jaati hai.
Chest me heavypan lagta ha ya achanak tez dard hota ha.,Cardiologist (Heart),Spelling Variation of: Chest me heavypan lagta hai ya achanak tez dard hota hai.
dil ghabra raha hai,Cardiologist (Heart),Original
Dil ka daktar,Cardiologist (Heart),Spelling Variation of: Dil ka doctor
Dil ka docter,Cardiologist (Heart),Spelling Variation of: Dil ka doctor
Dil ka doctor,Cardiologist (Heart),Specialist Term
Dil ke docter saab,Cardiologist (Heart),Spelling Variation of: Dil ke doctor sahab
Dil ke doctor saab,Cardiologist (Heart),Spelling Variation of: Dil ke doctor sahab
Dil ke doctor sahab,Cardiologist (Heart),Specialist Term
Dil ki bimaari ka doctor,Cardiologist (Heart),Spelling Variation of: Dil ki bimari ka doctor
Dil ki bimari ka docter,Cardiologist (Heart),Spelling Variation of: Dil ki bimari ka doctor
Dil ki bimari ka doctor,Cardiologist (Heart),Specialist Term
dil ghabra raha ha,Cardiologist (Heart),Spelling Variation of: dil ghabra raha hai
Dil ki dhadkan achanak se bahut tez ho jaati hai.,Cardiologist (Heart),Original
Dil ki dhadkan achanak se bohot tez ho jaati hai.,Cardiologist (Heart),Spelling Variation of: Dil ki dhadkan achanak se bahut tez ho jaati hai.
Dil ki dhadkan achanak se bahut tez ho jaati ha.,Cardiologist (Heart),Spelling Variation of: Dil ki dhadkan achanak se bahut tez ho jaati hai.
dil ki dhadkan tez hai,Cardiologist (Heart),Original
Dil ruk ruk ke dhadakta hai kabhi kabhee,Cardiologist (Heart),Spelling Variation of: Dil ruk ruk ke dhadakta hai kabhi kabhi
dil ki dhadkan tez ha,Cardiologist (Heart),Spelling Variation of: dil ki dhadkan tez hai
Dil ruk ruk ke dhadakta hai kabhi kabhi,Cardiologist (Heart),Original
Evening tak legs mein swelling ban jaati hai,Cardiologist (Heart),Variation of: Pairon mein soojan rehti hai shaam tak
